2025-02-04,Fizardev,fix store group form penilaian
2025-02-03,Fizardev,fix ttd pegawai
2025-02-03,Fizardev,fix ttd penilaian
2025-02-03,Fizardev,fix ttd penilaian
2025-02-03,Fizardev,fix ttd penilaian
2025-02-03,Fizardev,fix ttd penilaian
2025-02-03,Dimascndraa,attendance auditable
2025-02-03,Fizardev,fix periode monitoring
2025-02-03,Fizardev,fix periode monitoring
2025-02-01,Fizardev,fix deduction export
2025-02-01,Fizardev,fix filter slip gaji
2025-01-31,Fizardev,on progres penilaian
2025-01-31,Fizardev,fix message store penilaian
2025-01-31,Fizardev,fix message store penilaian
2025-01-30,Fizardev,fix wa
2025-01-30,Fizardev,KPI store done
2025-01-30,Fizardev,add filter monitoring daftar pengajuan
2025-01-28,Fizardev,add option to run payroll
2025-01-28,Fizardev,fix payroll employee active
2025-01-28,Fizardev,fix payroll employee active
2025-01-28,Fizardev,add option to run payroll
2025-01-28,Fizardev,add desember 2024 - january 2025 option
2025-01-25,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into diklat
2025-01-25,Fizardev,fix potongan keterlambatan
2025-01-25,Fizardev,test potongan telat
2025-01-25,Fizardev,fix payroll
2025-01-25,Fizardev,fix potongan keterlambatan
2025-01-22,Fizardev,fix cut kepustakaan
2025-01-22,Fizardev,fix cut kepustakaan
2025-01-21,Fizardev,Merge branch 'poliklinik'
2025-01-21,Fizardev,fix count cuti
2025-01-14,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into diklat
2025-01-14,Dimascndraa,fix verifikasi peserta
2025-01-14,Dimascndraa,fix verifikasi peserta
2025-01-14,Dimascndraa,menambahkan list peserta rapat
2025-01-14,Dimascndraa,menambahkan list peserta rapat
2025-01-14,Fizardev,on progres penilaian
2025-01-14,Fizardev,on progres penilaian
2025-01-14,Fizardev,on progres penilaian
2025-01-14,Fizardev,on progres penilaian
2025-01-14,Fizardev,fix bot absen wa
2025-01-13,Dimascndraa,Memperbaiki filter barang
2025-01-13,Dimascndraa,Memperbaiki filter barang
2025-01-13,Dimascndraa,Memperbaiki filter barang
2025-01-13,Dimascndraa,Memperbaiki filter barang
2025-01-13,Dimascndraa,Memperbaiki filter barang
2025-01-13,Dimascndraa,Memperbaiki filter barang
2025-01-13,Dimascndraa,Print & Export inventaris barang
2025-01-13,Dimascndraa,Print & Export inventaris barang
2025-01-09,Fizardev,on progres penilaian
2025-01-09,Fizardev,fix show penilaian
2025-01-08,Fizardev,checkpoint
2025-01-08,Fizardev,fix upload kepustakaan
2025-01-08,Dimascndraa,merge diklat
2025-01-08,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into diklat
2025-01-08,Dimascndraa,rapat
2025-01-07,Fizardev,fix kepustakaan
2025-01-07,Fizardev,fix kepustakaan
2025-01-07,Fizardev,fix rename file
2025-01-07,Fizardev,fix rename file
2025-01-07,Fizardev,fix rename file
2025-01-07,Fizardev,pindah file kepustakaan edit
2025-01-06,Fizardev,gas
2025-01-06,Fizardev,fix report controller
2025-01-06,Fizardev,fix report controller
2025-01-06,Fizardev,fix report controller
2025-01-06,Fizardev,fix report controller
2025-01-06,Fizardev,fix report controller
2025-01-06,Fizardev,fix report controller
2025-01-06,Fizardev,fix laporan absensi
2025-01-03,Fizardev,fix report controller
2025-01-03,Fizardev,fix laporan absen
2025-01-02,Dimascndraa,menambahkan periode tahun pada monitoring daftar absensi
2024-12-31,Fizardev,tindakan medis on progres
2024-12-31,Dimascndraa,inventaris barang
2024-12-31,Fizardev,fix settings absensi
2024-12-31,Fizardev,Merge branch 'main' into poliklinik
2024-12-31,Fizardev,fix bot wa report
2024-12-30,Fizardev,Merge branch 'main' into poliklinik
2024-12-30,Dimascndraa,dashboard
2024-12-30,Dimascndraa,dashboard
2024-12-30,Dimascndraa,dashboard
2024-12-30,Fizardev,fix report attendance day off
2024-12-30,Dimascndraa,dashboard
2024-12-30,Fizardev,fix report attendance day off
2024-12-30,Fizardev,fix report attendance day off
2024-12-30,Dimascndraa,dashboard
2024-12-30,Fizardev,fix nullable pengajuan absen
2024-12-30,Fizardev,last cehck
2024-12-28,Fizardev,fix absensi info message
2024-12-28,Fizardev,fix absensi info message
2024-12-27,Fizardev,fix attendance import
2024-12-27,Dimascndraa,diklat
2024-12-27,Dimascndraa,diklat
2024-12-27,Fizardev,fix attendance request
2024-12-27,Fizardev,attendance request store file lampiran
2024-12-27,Fizardev,download pengajuan
2024-12-27,Fizardev,download pengajuan
2024-12-27,Fizardev,fix lampiran
2024-12-27,Fizardev,fix pengajuan absen
2024-12-27,Fizardev,fix absensi
2024-12-27,Fizardev,fix pengajuan absen
2024-12-27,Fizardev,fix pengajuan
2024-12-27,Fizardev,fix pengajuan absen
2024-12-26,Dimascndraa,diklat
2024-12-26,Fizardev,waktu
2024-12-26,Fizardev,detik fix
2024-12-26,Dimascndraa,diklat
2024-12-26,Fizardev,Merge branch 'dev' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-26,Fizardev,fix pengajuan absen
2024-12-26,Dimascndraa,diklat
2024-12-26,Dimascndraa,diklat
2024-12-26,Fizardev,fix absensi
2024-12-26,Fizardev,Merge branch 'poliklinik' into dev
2024-12-26,Fizardev,fix pengajuan absen
2024-12-26,Fizardev,pengajuan absensi
2024-12-26,Dimascndraa,Merge branch 'dev' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-26,Dimascndraa,bot time schedule
2024-12-26,Fizardev,Merge branch 'dev' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-26,Fizardev,fix pengajuan absen
2024-12-26,Dimascndraa,absen
2024-12-26,Fizardev,fix absensi & izin
2024-12-26,Fizardev,fix absen dan izin
2024-12-26,Fizardev,fix potongan absen izin
2024-12-26,Dimascndraa,absen
2024-12-26,Fizardev,fix potongan absen izin
2024-12-26,Fizardev,fix potongan izin dan alfa
2024-12-26,Fizardev,Merge branch 'dev' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-26,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-26,Dimascndraa,update payroll
2024-12-24,Fizardev,checkpoint
2024-12-24,Dimascndraa,update
2024-12-24,Dimascndraa,update
2024-12-24,Dimascndraa,merge time-schedule
2024-12-24,Dimascndraa,time schedule
2024-12-21,Fizardev,fix management shift cancel cuti
2024-12-21,Fizardev,fix menu
2024-12-21,Fizardev,fix poliklinik
2024-12-19,Fizardev,info absen url aktif
2024-12-19,Fizardev,fix error absen lokasi
2024-12-19,Fizardev,pengajuan absen hanya bisa h+1 jam
2024-12-19,Fizardev,checkpoint poliklinik rekonsiliasi obat form
2024-12-19,Fizardev,poliklinik
2024-12-17,Fizardev,fix pengajuan absensi
2024-12-17,Fizardev,fix pengajuan absen
2024-12-17,Fizardev,fix pengajuan absen
2024-12-16,Fizardev,fix pengajuan absen
2024-12-16,fizardev,checkpoint pindah laptop
2024-12-13,fizardev,Merge branch 'dev' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-13,fizardev,fix pengajuan absensi
2024-12-13,Dimascndraa,fix error store barang
2024-12-13,Dimascndraa,fix error store barang
2024-12-13,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-12-13,Dimascndraa,fix error store barang
2024-12-13,Dimascndra,Merge pull request #3 from Rumah-Sakit-Livasya/update-barang
2024-12-13,Dimascndra,Merge pull request #2 from Rumah-Sakit-Livasya:update-barang
2024-12-13,Dimascndraa,update barang dan penambahan kolom harga barang ke table barang
2024-12-12,fizardev,Merge branch 'dev' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11 into dev
2024-12-12,fizardev,onprogres pengajuan
2024-12-11,Dimascndraa,"Updated backup configuration to include base path and added daily scheduled commands for backup clean and run"
2024-12-10,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-12-10,fizardev,matikan bot wa
2024-12-10,fizardev,checkpoint
2024-12-06,fizardev,last commit
2024-12-06,Dimascndraa,Merge branch 'main' into dev
2024-12-06,Dimascndraa,gaskeun
2024-12-05,fizardev,merge main
2024-12-02,fizardev,fix attendance safari
2024-12-02,fizardev,fix notfy contract
2024-11-30,fizardev,fix attendance store photo dir
2024-11-30,fizardev,fix attendance store photo dir
2024-11-28,fizardev,fix laporan absensi filter
2024-11-28,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-11-28,fizardev,fix laporan absensi filter
2024-11-26,fizardev,cek auto deploy
2024-11-26,fizardev,cek auto deploy
2024-11-26,fizardev,cek auto deploy
2024-11-26,fizardev,cek auto deploy
2024-11-26,fizardev,cek auto deploy
2024-11-26,Fizar Rama Waluyo,Merge pull request #1 from Rumah-Sakit-Livasya/dev
2024-11-26,fizardev,cek auto deploy
2024-11-26,fizardev,cek auto deploy
2024-11-26,fizardev,composer update
2024-11-26,Dimascndraa,new dev
2024-11-25,fizardev,fix absensi
2024-11-25,fizardev,fix absensi
2024-11-25,fizardev,fix absensi
2024-11-25,fizardev,fix absensi
2024-11-25,fizardev,fix absensi
2024-11-25,fizardev,fix absensi
2024-11-25,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-11-25,fizardev,fix absensi
2024-11-22,Dimascndraa,menambahkan masterdata tarif layanan medis dan order tindakan medis di menu detail registrasi pasien
2024-11-22,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-11-22,fizardev,tambah pengajuan access
2024-11-22,fizardev,gas
2024-11-22,fizardev,profile pegawai
2024-11-22,fizardev,profile pegawai
2024-11-22,fizardev,fix waktu dashboard
2024-11-21,fizardev,fix export pegawai
2024-11-21,fizardev,fix export pegawai
2024-11-20,Dimascndraa,last commit
2024-11-18,fizardev,fix dayoff req
2024-11-18,fizardev,fix attendance request
2024-11-18,fizardev,fix attendance request
2024-11-18,fizardev,fix absensi harus kamera on
2024-11-18,fizardev,fix image absen
2024-11-18,fizardev,fix image absen
2024-11-18,fizardev,fix image absen
2024-11-18,fizardev,fix image absen
2024-11-18,fizardev,fix image absen
2024-11-18,fizardev,fix image absen
2024-11-14,fizardev,fix attendance pictures
2024-11-12,fizardev,monitoring show absensi
2024-11-12,fizardev,monitoring show absensi
2024-11-12,fizardev,monitoring show absensi
2024-11-12,fizardev,monitoring show absensi
2024-11-12,fizardev,monitoring show absensi
2024-11-12,fizardev,fix monitoring images absen
2024-11-09,fizardev,fix path clock in
2024-11-07,fizardev,tambah text red jika > tnggal 5 upload file
2024-11-07,fizardev,tambah text red jika > tnggal 5 upload file
2024-11-07,fizardev,tambah text red jika > tnggal 5 upload file
2024-11-07,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-11-07,fizardev,memunculkan image survei
2024-11-07,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-11-07,Dimascndraa,schedulling backup
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,fix kepustakaan
2024-11-07,fizardev,merge new
2024-11-07,fizardev,fix kepustakaan
2024-11-07,Dimascndraa,menambahkan spatie laravel backup
2024-11-07,fizardev,fix kepustakaan
2024-11-05,fizardev,fix kepustakaan
2024-11-01,fizardev,fix export dan edit kebersihan kamar
2024-10-31,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-31,Dimascndraa,fix Update OKR
2024-10-29,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-29,fizardev,fix crud and delete survei kebersihan kamar
2024-10-28,Dimascndraa,fix run payroll
2024-10-28,fizardev,fix pengajuan cuti
2024-10-28,fizardev,fix pengajuan cuti
2024-10-28,fizardev,fix add cuti
2024-10-28,fizardev,payroll delte
2024-10-28,fizardev,payroll delte
2024-10-28,fizardev,fix export absensi
2024-10-28,fizardev,fix edit run payroll
2024-10-26,fizardev,set limit time
2024-10-25,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-23,fizardev,fix resume medis dokter
2024-10-23,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-23,Dimascndraa,impersonate user
2024-10-23,fizardev,resume medis on progres
2024-10-21,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-21,fizardev,resume medis rajal start
2024-10-18,Dimascndraa,merger
2024-10-18,Dimascndraa,merge
2024-10-18,Dimascndraa,merger
2024-10-16,fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-16,fizardev,fix show list cppt
2024-10-16,Dimascndraa,salah penempatan spinner
2024-10-16,Dimascndraa,menambahkan spinner sebelum maps terload
2024-10-16,fizardev,fix conflict
2024-10-16,fizardev,add medical_record_number column to cppt table
2024-10-15,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-15,Dimascndraa,merge
2024-10-15,fizardev,on progres cppt table
2024-10-12,Dimascndraa,fix error
2024-10-12,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-12,Dimascndraa,fix error allRoom
2024-10-11,fizardev,cppt dokter rajal on progres
2024-10-11,fizardev,fix pengkajian dokter
2024-10-11,fizardev,fix pengkajian dokter
2024-10-09,fizardev,fix store pengkajian dokter rajal
2024-10-08,Fizardev,onprogres pengkajian dokter rajal
2024-10-08,Fizardev,fix cppt dan onprogras resume medis-rajal
2024-10-07,Fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-07,Fizardev,nambah form pengkajian dokter
2024-10-07,Dimascndraa,all role inventaris
2024-10-07,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-07,Dimascndraa,all role inventaris
2024-10-07,Dimascndraa,test
2024-10-07,Dimascndraa,test
2024-10-07,Dimascndraa,test
2024-10-07,Dimascndraa,test
2024-10-07,Dimascndraa,update api
2024-10-07,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-07,Dimascndraa,pengkajian nurse rajal done
2024-10-07,Fizardev,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-07,Fizardev,fix manajemen shift
2024-10-04,fizardev,absensi fix
2024-10-04,fizardev,auditable
2024-10-04,fizardev,auditable
2024-10-04,fizardev,auditable
2024-10-04,fizardev,auditable
2024-10-04,fizardev,fix assign permissions
2024-10-04,fizardev,fix assign permissions
2024-10-04,fizardev,test
2024-10-03,fizardev,fix kepustakaan
2024-10-03,fizardev,fix kepustakaan
2024-10-03,fizardev,fix kepustakaan
2024-10-03,fizardev,fix kepustakaan
2024-10-03,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-02,Dimascndraa,update OKR
2024-10-02,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-10-02,Dimascndraa,update OKR
2024-10-02,fizardev,fix kepustakaan
2024-10-02,fizardev,fix kepustakaan
2024-10-01,fizardev,on progres kepustakaan
2024-10-01,Dimascndraa,update fallback tambah data target
2024-10-01,Dimascndraa,update fallback tambah data target
2024-10-01,Dimascndraa,update fallback tambah data target
2024-10-01,Dimascndraa,upadate delete okt
2024-10-01,Dimascndraa,upadate delete okt
2024-09-30,Dimascndraa,Update edit hasil okr
2024-09-30,Dimascndraa,Update edit hasil okr
2024-09-30,Dimascndraa,Update edit hasil okr
2024-09-30,Dimascndraa,Update edit hasil okr
2024-09-30,Dimascndraa,Update edit okr
2024-09-30,Dimascndraa,update OKR
2024-09-30,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-09-30,Dimascndraa,update OKR
2024-09-30,fizardev,fix sidebar margin
2024-09-30,fizardev,fix biaya materai
2024-09-30,fizardev,fix biaya administrasi ranap
2024-09-28,fizardev,biaya administrasi rawat inap
2024-09-28,Dimascndraa,final okr fix banget
2024-09-27,Dimascndraa,final okr fix
2024-09-27,Dimascndraa,final okr fix
2024-09-27,Dimascndraa,Merge branch 'main' of https://github.com/Rumah-Sakit-Livasya/liva_simrs_laravel11
2024-09-27,Dimascndraa,final okr
2024-09-24,fizardev,on progres biaya administrasi
2024-09-24,fizardev,fix margin harga jual
2024-09-24,fizardev,start margin harga jual
2024-09-23,fizardev,jadwal dokter tambah fix
2024-09-23,fizardev,on progres tambah jadwal dokter
2024-09-23,fizardev,fix departement
2024-09-23,fizardev,menambah jadwal dokter tabel
2024-09-20,fizardev,fix export excel
2024-09-19,Dimascndraa,memperbaiki penddaftar registrasi ranap,  menambahkan hasil dan evaluasi pada menu okr
2024-09-17,Dimascndraa,update tambah template barang error
2024-09-17,Dimascndraa,update tambah template barang error
2024-09-17,Dimascndraa,update okr
2024-09-13,Dimascndraa,fix
2024-09-13,Dimascndraa,fix inventaris barang create barang di show rooms
2024-09-13,fizardev,fix attendance outsource
2024-09-11,fizardev,fix daftar pengajuan export excel
2024-09-09,fizardev,tarif registrasi layanan
